original_english,target_spanish,translation1,translation2,rouge1_f1_1,rouge1_f1_2,rouge2_f1_1,rouge2_f1_2,rougeL_f1_1,rougeL_f1_2,len_trans1,len_trans2,len_target,len_diff_abs,len_diff_pct1,len_diff_pct2,overlap_with_target1,overlap_with_target2,overlap_between_translations,divergence_score
"Rarely, children will have problems falling asleep or staying asleep.","Rara vez, los niños tendrán problemas para conciliar el sueño o permanecer dormidos. "," Raramente, los niños tendrán problemas para quedarse dormidos o mantenerse dormidos.","Raramente, los niños tendrán problemas para quedarse dormidos o mantenerse dormidos.",0.6206896551724138,0.6206896551724138,0.4444444444444445,0.4444444444444445,0.6206896551724138,0.6206896551724138,11,11,13,0,15.384615384615385,15.384615384615385,0.5384615384615384,0.5384615384615384,0.8461538461538461,1.3964043619216033
"Increased calcium for a limited period of time does not normally cause side effects.However, receiving higher amounts of calcium over a long period of time raises the risk of kidney stones in some people.","Normalmente, el incremento del consumo de calcio durante un período de tiempo limitado no ocasiona efectos secundarios; sin embargo, el hecho de recibir una gran cantidad de calcio durante un período de tiempo prolongado eleva el riesgo de cálculos renales en algunas personas."," El aumento de calcio durante un período limitado de tiempo no causa normalmente efectos secundarios.Sin embargo, recibir cantidades más altas de calcio durante un período prolongado aumenta el riesgo de formación de cálculos renales en algunas personas.","El aumento del calcio durante un período limitado de tiempo no causa normalmente efectos secundarios. Sin embargo, recibir cantidades más altas de calcio durante un largo período de tiempo aumenta el riesgo de formación de piedras renales en algunas personas.",0.7865168539325844,0.7555555555555555,0.5057471264367817,0.4318181818181818,0.7191011235955057,0.688888888888889,37,40,43,3,13.953488372093023,6.976744186046512,0.6129032258064516,0.5806451612903226,0.8387096774193549,1.3948327938241825
"Because there is little or no flow out of the left heart, blood returning to the heart from the lungs needs to pass through the foramen ovale or an atrial septal defect (a hole connecting the collecting chambers on the left and right sides of the heart) back to the right side of the heart.","Debido a que hay poca o ninguna circulación del lado izquierdo del corazón, la sangre que retorna a éste desde los pulmones necesita pasar a través del agujero oval o de una comunicación interauricular (un agujero que conecta las cámaras colectoras en los lados izquierdo y derecho del corazón) de nuevo hacia el lado derecho del corazón."," Porque hay poco o ningún flujo hacia afuera del lado izquierdo del corazón, la sangre que regresa al corazón desde los pulmones necesita pasar por el agujero oval o una comunicación interauricular (una abertura conectando las cámaras colectoras en los lados izquierdo y derecho del corazón) hacia el lado derecho del corazón.","Porque hay poca o ninguna salida del lado izquierdo del corazón, la sangre que regresa al corazón desde los pulmones necesita pasar a través de la ventana oval (foramen ovale) o una defecto septal auricular (un agujero que conecta las cámaras colectoras en el lado izquierdo y derecho del corazón) hacia el lado derecho del corazón.",0.7154471544715446,0.7777777777777778,0.5785123966942148,0.6290322580645161,0.7154471544715446,0.7460317460317459,52,56,57,4,8.771929824561402,1.7543859649122806,0.7142857142857143,0.8095238095238095,0.7380952380952381,1.3917547345485262
"The infection is spread by saliva, urine, respiratory droplets, sexual contact, and blood transfusions.","La infección se propaga por medio de la saliva, la orina, las gotitas respiratorias, el contacto sexual y las transfusiones sanguíneas."," La infección se propaga a través de la saliva, orina, gotas respiratorias, contacto sexual y transfusiones de sangre.","La infección se propaga a través de la saliva, orina, gotas respiratorias, contacto sexual y transfusiones sanguíneas.",0.6511627906976744,0.7441860465116279,0.3902439024390244,0.4878048780487805,0.6511627906976744,0.7441860465116279,18,17,21,1,14.285714285714285,19.047619047619047,0.6842105263157895,0.7368421052631579,0.8421052631578947,1.3743827805475117
Advance care directives allow patients to provide instructions about their preferences regarding the care they would like to receive if they develop an illness or a life-threatening injury and are unable to express their preferences.,La declaración de voluntades anticipadas permite a los pacientes dar instrucciones acerca de sus preferencias con respecto a los cuidados que les gustaría recibir si padecen una enfermedad o una lesión potencialmente mortal y no pueden expresar dichas preferencias., Los documentos de voluntades anticipadas permiten a los pacientes brindar instrucciones sobre sus preferencias con respecto al cuidado que desean recibir si desarrollan una enfermedad o lesión letal y no pueden expresar sus preferencias.,Las directivas de atención avanzada permiten a los pacientes proporcionar instrucciones sobre sus preferencias en cuanto al cuidado que desean recibir si desarrollan una enfermedad o una lesión letal y no pueden expresar sus preferencias.,0.6753246753246753,0.5822784810126581,0.4,0.33766233766233766,0.6493506493506493,0.5569620253164557,34,35,39,1,12.82051282051282,10.256410256410255,0.6571428571428571,0.5428571428571428,0.7428571428571429,1.3675324675324676
"Not having milk in your diet can lead to a shortage of calcium, vitamin D, riboflavin, and protein.You may need to find new ways to get calcium into your diet (depending on your age and gender, you need 1,000 - 1,500 mg of calcium each day):","No obtener leche en la alimentación puede llevar a una carencia de calcio, vitamina D, riboflavina y proteína. Es posible que usted necesite encontrar nuevas maneras de obtener calcio en su dieta (dependiendo de su edad y sexo, se necesitan de 1,000 a 1,500 mg de calcio cada día):"," No tener leche en su dieta puede provocar una escasez de calcio, vitamina D, riboflavina y proteínas. Es posible que deba encontrar nuevas formas de obtener calcio en su dieta (dependiendo de su edad y género, necesita 1.000-1.500 mg de calcio cada día):","No tener leche en tu dieta puede provocar una carencia de calcio, vitamina D, riboflavina y proteínas. Es posible que necesites encontrar nuevas formas de obtener calcio en tu dieta (dependiendo de tu edad y género, necesitas entre 1.000 a 1.500 mg de calcio cada día):",0.7378640776699029,0.7428571428571428,0.5544554455445545,0.5631067961165048,0.7378640776699029,0.7428571428571428,43,46,49,3,12.244897959183673,6.122448979591836,0.6410256410256411,0.6666666666666666,0.7435897435897436,1.3666548357599013
"In the past, the prevailing opinion was that it was generally best to assign a gender as quickly as possible, often based on the external genitals rather than the chromosomal gender, and to instruct the parents to have no ambiguity in their minds as to the gender of the child.","En el pasado, la opinión que prevalecía era que generalmente era mejor asignar un sexo lo más rápido posible, a menudo sobre la base de los genitales externos, en vez del sexo de los cromosomas, e instruir a los padres para no tener ambigüedad en sus mentes en cuanto al sexo del niño."," En el pasado, la opinión predominante era que era mejor asignar un género lo antes posible, a menudo basado en los genitales externos más que en el género cromosómico, y instruir a los padres para que no hubiera ambigüedad en sus mentes con respecto al género del niño.","En el pasado, la opinión predominante era que era mejor asignar un género lo antes posible, a menudo basado en los genitales externos más que en el género cromosómico, y instruir a los padres para que no hubiera ambigüedad en sus mentes respecto al género del niño.",0.6782608695652174,0.6842105263157895,0.4247787610619469,0.4285714285714286,0.6086956521739131,0.6140350877192983,48,47,53,1,9.433962264150944,11.320754716981133,0.6829268292682927,0.6829268292682927,0.9024390243902439,1.314033540104543
"Protein can also be used by the body for energy, but only after glycogen or carbohydrate stores have been used up.","La proteína también la puede usar el cuerpo para obtener energía, pero sólo después de que las reservas de glucógeno o carbohidratos se agoten.","El cuerpo también puede utilizar la proteína para obtener energía, pero solo después de que se hayan agotado los depósitos de glicógeno o carbohidratos."" 
}","La proteína también puede ser utilizada por el cuerpo para obtener energía, pero solo después de que se hayan agotado las reservas de glicógeno o carbohidratos.",0.7333333333333333,0.7868852459016393,0.4482758620689655,0.576271186440678,0.5333333333333333,0.7540983606557377,25,26,24,1,4.166666666666666,8.333333333333332,0.6086956521739131,0.7391304347826086,0.7391304347826086,1.309695152423788
"You'll likely be diagnosed with rheumatic fever if you meet two major criteria, or one major and two minor criteria, and have signs that you've had a previous strep infection.","El diagnóstico de fiebre reumática se da si uno satisface dos criterios principales, o uno principal y dos secundarios, al igual que si muestra signos de que ha tenido una infección previa por estreptococos."," Probablemente se le diagnosticará con fiebre reumática si cumple dos criterios principales o uno principal y dos menores, y tiene signos de que ha tenido una infección estreptocócica previa.","Probablemente se le diagnosticará fiebre reumática si cumple con dos criterios mayores, o uno mayor y dos menores, y tiene signos de que ha tenido una infección estreptocócica previa.",0.6376811594202898,0.5797101449275363,0.4776119402985074,0.3582089552238806,0.6086956521739131,0.5507246376811593,29,29,34,0,14.705882352941178,14.705882352941178,0.5862068965517241,0.5517241379310345,0.8620689655172413,1.2985000037294787
Biopsy - breast; Open breast biopsy,Biopsia de mama; Biopsia abierta de las mamas, Biopsia de mama; Biopsia de mama abierta,Biopsia de mama abierta,0.9333333333333333,0.6666666666666666,0.4615384615384615,0.4,0.7999999999999999,0.6666666666666666,7,4,8,3,12.5,50.0,0.6666666666666666,0.5,0.6666666666666666,1.2384615384615385
"Your health care provider will examine you for signs of food poisoning, such as pain in the stomach and signs your body does not have as much water and fluids as it should.This is called dehydration.","Su médico lo examinará en busca de signos de intoxicación con alimentos, como dolor en el estómago y signos de que su cuerpo no tiene tanta agua y líquidos como debería, lo cual se denomina deshidratación."," Su proveedor de atención médica lo examinará por signos de intoxicación alimentaria, como dolor en el estómago y signos de que su cuerpo no tiene suficiente agua y líquidos. Esto se llama deshidratación.","Su proveedor de atención médica lo examinará por signos de intoxicación alimentaria, como dolor en el estómago y signos de que su cuerpo no tiene tanto agua y líquidos como debería. Esto se llama deshidratación.",0.7407407407407408,0.7857142857142857,0.5316455696202531,0.5853658536585366,0.7160493827160495,0.7619047619047619,33,35,36,2,8.333333333333332,2.7777777777777777,0.6896551724137931,0.7241379310344828,0.9310344827586207,1.237958517225213
"Another myth of adolescence is the idea that ""it will never happen to me, only the other person."" ""It"" may represent becoming pregnant or catching a sexually-transmitted disease after having unprotected sex, causing a car crash while driving under the influence of alcohol or drugs, or any of the many other negative effects of risk-taking behaviors.","Otro mito de la adolescencia es la idea de que ""eso nunca me sucederá, sólo a los demás"".""Eso"" puede representar resultar embarazada o contraer una enfermedad de transmisión sexual luego de tener sexo sin protección; causar un accidente automovilístico mientras se conduce bajo la influencia del alcohol o las drogas, o cualquiera de los otros numerosos efectos negativos de los comportamientos peligrosos.","Otra mitología de la adolescencia es la idea de que \""nunca le sucederá a mí, solo al otro persona\"". \""Ella\"" puede representar quedarse embarazada o contraer una enfermedad de transmisión sexual después de tener sexo sin protección, causar un accidente de tráfico mientras conduce bajo la influencia del alcohol o las drogas, o cualquiera de los muchos otros efectos negativos de los comportamientos de riesgo.""
}","Otra de las mitologías de la adolescencia es la idea de que 'eso' nunca le sucederá a ella, sino al otro. Lo que 'eso' puede representar es quedarse embarazada o contraer enfermedades de transmisión sexual después de tener sexo sin protección, causar un accidente de tráfico mientras conduce bajo la influencia del alcohol o drogas, o cualquiera de los muchos otros efectos negativos de las conductas de alto riesgo.",0.7681159420289856,0.7464788732394366,0.5882352941176471,0.5285714285714286,0.7391304347826085,0.6901408450704226,66,69,62,3,6.451612903225806,11.29032258064516,0.7058823529411765,0.6666666666666666,0.8235294117647058,1.2377664109121906
These symptoms are more likely to occur if the skin has been cut or rubbed because this gives the MRSA germ a way to “get in.” Symptoms are also more likely in areas where there is more body hair due to hair follicles.,"Estos síntomas tienen mayor probabilidad de presentarse si la piel se ha cortado o frotado porque esto le brinda a la bacteria del SARM una ruta para ""entrar"".Los síntomas también son más probables en áreas donde hay más vello corporal debido a los folículos pilosos.", Estos síntomas son más propensos a ocurrir si la piel ha sido cortada o frotada porque esto da al germen del MRSA una forma de 'entrar'. Los síntomas también son más probables en áreas donde hay más pelo corporal debido a los folículos pilosos.,"Estos síntomas son más probables de ocurrir si la piel ha sido cortada o frotada porque esto da al germen MRSA una forma de ""entrar"". Los síntomas también son más probables en áreas donde hay más cabello corporal debido a los folículos pilosos.",0.7184466019417477,0.6862745098039216,0.5148514851485149,0.5199999999999999,0.6796116504854369,0.6862745098039216,44,43,45,1,2.2222222222222223,4.444444444444445,0.6341463414634146,0.6097560975609756,0.8536585365853658,1.2325555714463228
An implantable cardioverter defibrillator (ICD) is a device that can be implanted in the chest wall of people who are at risk for this serious rhythm disorder. The ICD can help prevent sudden cardiac death by quickly sending an electrical shock when ventricular fibrillation occurs.,Un desfibrilador cardioversor implantable (DCI) es un dispositivo que se puede implantar en la pared torácica de personas que estén en riesgo de este serio trastorno del ritmo cardíaco.El DCI puede ayudar a prevenir la muerte cardíaca súbita al enviar rápidamente un choque eléctrico cuando se presenta fibrilación ventricular.,"Un cardioverter desfibrilador implantable (CDI) es un dispositivo que se puede implantar en la pared torácica de las personas que están en riesgo de esta grave alteración del ritmo cardíaco. El CDI puede ayudar a prevenir el fallecimiento cardiaco súbito enviando rápidamente un choque eléctrico cuando ocurre la fibrilación ventricular."" 
}",Un desfibrilador cardíaco implantable (ICD) es un dispositivo que puede ser implantado en la pared torácica de las personas que están en riesgo de esta grave alteración del ritmo cardíaco. El ICD puede ayudar a prevenir la muerte súbita cardíaca enviando rápidamente una descarga eléctrica cuando ocurre fibrilación ventricular.,0.7586206896551724,0.735042735042735,0.5789473684210527,0.5043478260869565,0.7413793103448276,0.7008547008547009,51,49,49,2,4.081632653061225,0.0,0.6428571428571429,0.6428571428571429,0.7619047619047619,1.2195747990666321
"If you have a weakened immune system due to AIDS, cancer, transplantation, or corticosteroid use, call your doctor if you develop a cough, fever, or shortness of breath.","Si usted tiene un sistema inmunitario debilitado a causa del SIDA, cáncer, trasplante o uso de corticosteroides, llame al médico si presenta fiebre, tos o dificultad para respirar."," Si tiene un sistema inmunitario debilitado debido al SIDA, el cáncer, la trasplante o el uso de corticosteroides, llame a su médico si desarrolla tos, fiebre o dificultad para respirar.","Si tienes un sistema inmunológico debilitado debido a la infección por VIH, el cáncer, una trasplante de órganos o el uso de corticosteroides, llama a tu médico si desarrollas tos, fiebre o disnea.",0.8387096774193549,0.5671641791044775,0.4666666666666667,0.21538461538461537,0.7419354838709677,0.5373134328358209,30,33,28,3,7.142857142857142,17.857142857142858,0.7777777777777778,0.48148148148148145,0.6666666666666666,1.2168458781362008
"Daily preoccupation -- the user loses any motivation; does not care about school and work; has obvious behavior changes; thinking about drug use is more important than all other interests, including relationships; the user becomes secretive; may begin dealing drugs to help support habit; use of other, harder drugs may increase; legal problems may increase.","Preocupación diaria: el consumidor pierde cualquier motivación; no le importa el colegio ni el trabajo; tiene cambios de comportamiento obvios; pensar acerca del consumo de drogas es más importante que todo los otros intereses, incluyendo las relaciones interpersonales; el consumidor se torna reservado; puede comenzar a vender drogas para ayudarse a sostener el hábito; el consumo de otras drogas más fuertes puede aumentar; se pueden incrementar los problemas legales."," Preocupación diaria -- el usuario pierde cualquier motivación; no se preocupa por la escuela y el trabajo; tiene cambios en el comportamiento obvios; pensar en el uso de drogas es más importante que todos los demás intereses, incluyendo las relaciones; el usuario se vuelve secreto; puede comenzar a traficar con drogas para ayudar a mantener su hábito; puede aumentar el uso de otras drogas más duras; pueden aumentar los problemas legales.","La preocupación diaria -- el usuario pierde cualquier motivación; no se preocupa por la escuela y el trabajo; tienen cambios de comportamiento obvios; pensar en el uso de drogas es más importante que todos los demás intereses, incluidas las relaciones; el usuario se vuelve secreto; puede comenzar a tratar con drogas para ayudar a mantener su hábito; puede aumentar el uso de otras drogas más duras; pueden aumentar los problemas legales.",0.7200000000000001,0.6933333333333334,0.4594594594594595,0.4324324324324324,0.6533333333333333,0.64,71,71,69,0,2.898550724637681,2.898550724637681,0.6037735849056604,0.5471698113207547,0.9433962264150944,1.2167669556348801
"Also, many refined foods, such as white flour, sugar, and white rice, lack B vitamins and other important nutrients unless they are marked ""enriched."" It is healthiest to get carbohydrates, vitamins, and other nutrients in as natural a form as possible -- for example, from fruit instead of table sugar.","Igualmente, muchos alimentos refinados, como la harina blanca, el azúcar y el arroz blanco, carecen de vitaminas del complejo B y otros importantes nutrientes, a menos que aparezcan etiquetados como ""enriquecidos"".Lo más sano es obtener carbohidratos, vitaminas y otros nutrientes en la forma más natural posible, por ejemplo, de frutas en lugar del azúcar de mesa.","Además, muchos alimentos refinados, como harina blanca, azúcar y arroz blanco, carecen de vitaminas del complejo B y otros nutrientes importantes a menos que estén marcados como 'enriquecidos'. Es más saludable obtener carbohidratos, vitaminas y otros nutrientes en su forma natural lo más posible —por ejemplo, desde la fruta en lugar de azúcar para mesa—.""
}","Además, muchos alimentos refinados, como harina blanca, azúcar y arroz blanco, carecen de vitaminas B y otros nutrientes importantes a menos que estén marcados como 'enriquecido'. Es lo más saludable obtener carbohidratos, vitaminas y otros nutrientes en su forma natural posible — por ejemplo, desde la fruta en lugar del azúcar para mesa.",0.8524590163934426,0.8305084745762712,0.5333333333333333,0.5344827586206896,0.7540983606557377,0.7627118644067797,56,53,56,3,0.0,5.357142857142857,0.7209302325581395,0.7441860465116279,0.9534883720930233,1.1932774177150847
"Increased intracranial pressure can be due to a rise in cerebrospinal fluid pressure.It can also be due to increased pressure within the brain matter caused by a mass (such as a tumor), bleeding into the brain or fluid around the brain, or swelling within the brain matter itself.","El aumento en la presión intracraneal puede deberse a un aumento en la presión del líquido cefalorraquídeo o también a un aumento en la presión dentro de la materia cerebral, causado por una masa (como un tumor), sangrado dentro del cerebro o líquido alrededor de éste, o inflamación dentro de la materia cerebral en sí."," La presión intracraneal aumentada puede deberse a un aumento de la presión del líquido cefalorraquídeo. También puede deberse a una mayor presión dentro de la materia cerebral causada por un tumor, sangrado en el cerebro o líquido alrededor del cerebro, o hinchazón dentro de la propia materia cerebral.","La presión intracraneal puede aumentar debido a un aumento en la presión del líquido cefalorraquídeo. También puede deberse a una mayor presión dentro de la materia cerebral causada por una masa (como un tumor), hemorragia en el cerebro o alrededor del cerebro, o inflamación dentro de la propia materia cerebral.",0.8067226890756302,0.8,0.5470085470085471,0.6271186440677966,0.7226890756302521,0.7333333333333333,48,50,55,2,12.727272727272727,9.090909090909092,0.65625,0.75,0.90625,1.1900187639158228
"Your kidneys help control your body's acid level by removing acid from the blood and sending it into your urine.Acidic substances in the body are counteracted by alkaline substances, primarily bicarbonate.","Los riñones ayudan a controlar el nivel de ácido en el cuerpo, removiendo el ácido de la sangre y eliminándolo en la orina. Las sustancias ácidas en el cuerpo se neutralizan por medio de sustancias alcalinas, principalmente bicarbonato."," Sus riñones ayudan a controlar el nivel ácido del cuerpo eliminando ácidos de la sangre y enviándolos a la orina. Los sustancias ácidas en el cuerpo se contrarrestan con sustancias alcalinas, principalmente bicarbonato.","Sus riñones ayudan a controlar el nivel de ácido en su cuerpo eliminando ácidos del torrente sanguíneo y enviándolos a la orina. Los substancias ácidas en el cuerpo se contrarrestan por substancias alcalinas, principalmente bicarbonato.",0.7466666666666666,0.6666666666666667,0.5205479452054794,0.42105263157894735,0.72,0.6410256410256411,33,35,38,2,13.157894736842104,7.894736842105263,0.75,0.7142857142857143,0.8928571428571429,1.182785388127854
Menopause. A drop in the hormone estrogen causes vaginal dryness.,Menopausia: la disminución de los niveles de estrógenos provoca resequedad vaginal., La menopausia. Una disminución de la hormona estrógeno provoca resequedad vaginal.,La menopausia. Un descenso en la hormona estrógeno provoca sequedad vaginal.,0.7692307692307693,0.48000000000000004,0.5,0.17391304347826086,0.6923076923076923,0.48000000000000004,11,11,11,0,0.0,0.0,0.6,0.3,0.7,1.1307692307692307
"If a young child refuses to put weight on an arm or leg after an accident, won't move the arm or leg, or you can clearly see a deformity, assume the child has a broken bone and get medical help.","Si un niño pequeño se niega a soportar peso sobre un brazo o una pierna después de un accidente, no mueve el brazo o la pierna, o la deformidad se puede ver claramente, suponga que el niño presenta una fractura ósea y consiga ayuda médica."," Si un niño pequeño se niega a poner peso en un brazo o pierna después de un accidente, no mueve el brazo o la pierna, o puedes ver claramente una deformidad, supongamos que tiene un hueso roto y busque ayuda médica.","Si un niño joven se niega a poner peso en un brazo o pierna después de un accidente, no mueve el brazo o la pierna, o puedes ver claramente una deformidad, asume que el niño tiene una fractura ósea y busca ayuda médica.",0.7789473684210526,0.8453608247422681,0.5806451612903225,0.631578947368421,0.7368421052631577,0.8041237113402062,41,43,45,2,8.88888888888889,4.444444444444445,0.7142857142857143,0.7428571428571429,0.8571428571428571,1.1261217560029104
The most common use of this test is to help diagnose and monitor a disorder called sarcoidosis . People with sarcoidosis may have their ACE levels tested regularly to check the severity of the disease and see how well treatment is working. ,El uso más común de este examen es ayudar a diagnosticar y vigilar un trastorno llamado sarcoidosis. Las personas con sarcoidosis pueden hacerse examinar periódicamente sus niveles de ECA para evaluar la gravedad de la enfermedad y ver qué tan bien está funcionando el tratamiento. , El uso más común de este examen es ayudar al diagnóstico y seguimiento de un trastorno llamado sarcoidosis . Las personas con sarcoidosis pueden tener sus niveles de ACE evaluados regularmente para verificar la gravedad de la enfermedad y ver cómo está funcionando el tratamiento.,El uso más común de esta prueba es ayudar a diagnosticar y controlar un trastorno llamado sarcoidosis. Las personas con sarcoidosis pueden tener sus niveles de ACE evaluados regularmente para verificar la gravedad de la enfermedad y ver cómo está funcionando el tratamiento.,0.75,0.7659574468085107,0.6170212765957447,0.6304347826086957,0.75,0.7659574468085107,45,43,45,2,0.0,4.444444444444445,0.7073170731707317,0.7317073170731707,0.8048780487804879,1.1256616502335237
Bili lights is a type of light therapy (phototherapy) that is used to treat newborn jaundice . Jaundice is a yellow coloring of the skin and eyes caused by too much of a substance called bilirubin.,"Las bililuces o luces azules especiales se refieren a un tipo de terapia con luz (fototerapia) que se utiliza para tratar la ictericia del recién nacido, una coloración amarillenta de la piel y de los ojos causada por la presencia de demasiada cantidad de una sustancia llamada bilirrubina.", Los Bili-luces es un tipo de terapia con luz (fototerapia) que se utiliza para tratar la ictericia en recién nacidos. La ictericia es una coloración amarillenta de la piel y los ojos causada por demasiado de una sustancia llamada bilirrubina.,Las lámparas de bilirrubina son un tipo de terapia de luz (fototerapia) utilizada para tratar la ictericia neonatal. La ictericia es una coloración amarilla de la piel y los ojos causada por demasiado de una sustancia llamada bilirrubina.,0.7741935483870969,0.6666666666666665,0.6373626373626373,0.43181818181818177,0.7526881720430109,0.6000000000000001,40,38,48,2,16.666666666666664,20.833333333333336,0.675,0.55,0.6,1.1134438142502658
Increased vision allows the infant to tell objects apart from backgrounds with very little contrast (such as a button on a blouse of the same color),El incremento en la visión le permite al bebé diferenciar objetos a partir de fondos con muy poco contraste (como un botón en una blusa del mismo color)., La mejor visión le permite al bebé distinguir objetos de fondos con muy poca contraste (como un botón en una camisa del mismo color),La mejoría en la visión permite al bebé distinguir objetos de fondos con muy poco contraste (como un botón en una camisa del mismo color),0.7857142857142856,0.8275862068965518,0.5925925925925927,0.6428571428571429,0.7857142857142856,0.793103448275862,24,25,28,1,14.285714285714285,10.714285714285714,0.6666666666666666,0.7037037037037037,0.7777777777777778,1.055026455026455
"Allergic conjunctivitis occurs when the clear layer of tissue lining the eyelids and covering the white of the eye (conjunctiva) become swollen or inflamed due to a reaction to pollen, dander, mold, or other allergy-causing substances.","Se produce cuando la capa transparente de tejido que recubre los párpados y cubre la parte blanca del ojo (conjuntiva) se hincha o se inflama debido a una reacción al polen, la caspa, el moho u otras sustancias que causan alergias. "," La conjuntivitis alérgica ocurre cuando la capa transparente de tejido que recubre los párpados y cubre el blanco del ojo (conjuntiva) se hincha o inflama debido a una reacción a polen, pelaje, moho u otras sustancias causantes de alergia.","La conjuntivitis alérgica ocurre cuando la capa clara de tejido que cubre los párpados y el blanco del ojo (conjuntiva) se inflama o se hincha debido a una reacción a polen, pelo de mascotas, moho u otras sustancias causantes de alergias.",0.8,0.7586206896551724,0.6024096385542169,0.4705882352941176,0.7294117647058824,0.6206896551724139,39,41,41,2,4.878048780487805,0.0,0.7837837837837838,0.7567567567567568,0.8918918918918919,1.0138065776619993
"Threre is a wide range for what is considered ""normal."" Just because your child is in the 15th percentile for weight (meaning 85 out of 100 children weigh more), this number rarely means your child is sick, you're not feeding your child enough, or your breast milk is not enough for your baby.","Hay una amplia gama para lo que se considera ""normal"".Simplemente porque su hijo esté en el percentil 15 para peso (lo que significa que 85 de 100 niños pesan más), este número rara vez significa que su hijo esté enfermo, que usted no lo está alimentando lo suficiente o que su leche materna no sea suficiente para su bebé."," Hay un amplio rango para lo que se considera 'normal'. Aunque su hijo esté en el 15º percentil de peso (lo que significa que 85 de cada 100 niños pesan más), este número rara vez significa que su hijo está enfermo, no le está dando suficiente alimento o que la leche materna no es lo suficiente para su bebé.","Hay una amplia gama de lo que se considera 'normal'. Aunque su hijo esté en el 15º centil para peso (lo que significa que 85 de cada 100 niños pesan más), este número rara vez significa que su hijo está enfermo, no le estás dando suficiente alimento a tu hijo o que la leche materna no es suficiente para tu bebé.",0.8160000000000001,0.7968749999999999,0.6178861788617885,0.6031746031746031,0.7839999999999999,0.7968749999999999,59,61,59,2,0.0,3.389830508474576,0.7857142857142857,0.8333333333333334,0.9761904761904762,0.9803995354239258
"If you can see bone in the injured site, call your local emergency number (such as 911) or local hospital for further advice.","Si usted puede ver hueso en el sitio lesionado, llame al número local de emergencias (como el 911 en los Estados Unidos) o al hospital local para mayores recomendaciones."," Si puede ver hueso en el sitio lesionado, llame al número local de emergencias (como el 911 en los Estados Unidos) o al hospital local en busca de recomendaciones adicionales.","Si puede ver hueso en el lugar lesionado, llame a su número de emergencia local (como 911) o al hospital local para obtener consejo adicional.",0.8852459016393444,0.7142857142857142,0.8135593220338982,0.4074074074074074,0.8852459016393444,0.6785714285714285,30,25,29,5,3.4482758620689653,13.793103448275861,0.84,0.64,0.6,0.9611947763267574
The amount of liquid you eat (such as soup) or drink will be limited to the amount of urine you can produce.You will be told what you may and may not eat to reduce the buildup of toxins that the kidneys would normally remove.,La cantidad de líquido que usted tome (como las sopas) o bebe se limitará a la cantidad de orina que pueda producir. Le dirán lo que puede o no comer con el fin de reducir la acumulación de toxinas que los riñones normalmente eliminarían., La cantidad de líquido que coma (como sopa) o beba se limitará a la cantidad de orina que pueda producir. Le será indicado qué puede y no comer para reducir la acumulación de toxinas que los riñones normalmente eliminarían.,La cantidad de líquido que coma (como sopa) o beba se limitará a la cantidad de orina que sus riñones pueden producir. Le dirán qué puede y no comer para reducir la acumulación de toxinas que los riñones eliminarían normalmente.,0.782608695652174,0.7789473684210526,0.6444444444444444,0.5806451612903225,0.782608695652174,0.7578947368421053,39,40,44,1,11.363636363636363,9.090909090909092,0.7142857142857143,0.6571428571428571,0.8,0.9586611456176674
"You get iron through certain foods, and your body also reuses iron from old red blood cells.",Uno obtiene hierro a través de ciertos alimentos y el cuerpo también recicla hierro proveniente de glóbulos rojos viejos., Obtiene hierro a través de ciertos alimentos y su cuerpo también reutiliza el hierro de los glóbulos rojos viejos.,Obtienes hierro a través de ciertos alimentos y tu cuerpo también reutiliza el hierro de las células rojas de sangre antiguas.,0.8636363636363636,0.6521739130434783,0.6190476190476191,0.4545454545454545,0.8181818181818182,0.6086956521739131,19,21,19,2,0.0,10.526315789473683,0.7647058823529411,0.5882352941176471,0.6470588235294118,0.9526101349630762
"Children with early sexual development are more likely to have psychological and social problems.Children and adolescents generally want to be the same as their peers, and early sexual development can make them appear different.","Los niños con desarrollo sexual precoz tienen mayor probabilidad de tener problemas psicosociales, ya que los niños y adolescentes generalmente quieren ser iguales a sus compañeros y el desarrollo sexual prematuro puede hacerlos aparecer ""diferentes""."," Los niños con desarrollo sexual temprano tienen más probabilidades de tener problemas psicológicos y sociales. Los niños y adolescentes generalmente quieren ser iguales a sus compañeros, y el desarrollo sexual temprano puede hacer que parezcan diferentes.","Los niños con desarrollo sexual temprano tienen más probabilidades de experimentar problemas psicológicos y sociales. Los niños y adolescentes suelen querer ser iguales a sus pares, y un desarrollo sexual temprano puede hacer que parezcan diferentes.",0.7848101265822786,0.6410256410256411,0.6233766233766234,0.368421052631579,0.7594936708860759,0.6153846153846154,36,36,35,0,2.857142857142857,2.857142857142857,0.6451612903225806,0.5161290322580645,0.7741935483870968,0.9466519597185175
Asthma symptoms usually occur much less often or disappear as the child gets get older.,Los síntomas de asma por lo regular ocurren con mucho menos frecuencia o desaparecen a medida que el niño crece., Los síntomas de asma suelen ocurrir con mucha menos frecuencia o desaparecer a medida que el niño crece.,Los síntomas de asma suelen ocurrir con mucha menos frecuencia o desaparecer a medida que el niño crece.,0.761904761904762,0.761904761904762,0.6,0.6,0.761904761904762,0.761904761904762,18,18,20,0,10.0,10.0,0.7,0.7,0.9,0.9380952380952381
